sentiment	text
positive	Happy Friday you crazy fucks!!! Long weekend!!! 1 week till the concert!! Foo Fighters - Best Of You: http://t.co/pJpoDrka8A
negative	I can't do this 3rd day of Eid and I'm back to work
positive	Tonight, I rewatch TWILIGHT for the first time (soberly) in 6 years. This is for legitimate research. You may judge mercilessly and cruelly.
positive	Rahul Gandhi at the 31st Plenary Session of INTUC Love Respect Support always. #RGwithworkers  @OfficeOfRG https://t.co/SWiYKl7Nqq
positive	Bit behind the times, but Sharknado may be the best thing I've ever seen. #comedygold
negative	Paul Dunne is Irish not British. I guess BBC will call him Irish if he does not win tomorrow.
negative	Taylor tried to milk the LGBT community again on Sunday night. WHY AM I THE ONLY GAY MAN THAT'S SEEING THROUGH HER BULLSHIT?
neutral	Be nice to everyone, always smile and appreciate things because it could all be gone tomorrow~ Ed Sheeran
positive	on Eid 1st Day after Playing cricket with my sweet friends http://t.co/prt2xcDvV9
neutral	Ice Cube , T Pain , Ashanti , Baby Bash , 2nd to None Live at Queen mary sept 12th. I got tickets if you need any $45 about 40 left
neutral	Chuck Norris once walked the million man march by himself. There were no complaints.
positive	Lovely overhead (coronal) #auroraborealis seen the night of September 6 at Fairbanks Alaska by M. Murray! http://t.co/ZliVjYjhHF
positive	@hasmeen_morales did you see it's gonna be Kanye on sat instead of frank ocean ?
neutral	@kyled1011 @andrewcembling  De Gea is trapped right now.  If Real Madrid dont come back in January, his only option is to renew with United.
neutral	Caitlyn Jenner &amp; Josh Duggar are trending... c'mon twitter @twitter you're better than this!  #disgustingtrends
neutral	Paul Dunne (a) is +2 after just two holes and has fallen back and is T-11th #TheOpen2015
neutral	If you used gigs &amp; tours to purchase your shawn tickets on the Monday, will you have a chance of winning a m&amp;g ticket? @o2sbe
positive	Hey @hamatweets we will be showing Boruto: Naruto the Movie October 10th at 1pm &amp; 14th at 7pm! Tickets are available now!
neutral	"@DPJHodges @LBC ""I didn't go round slagging off Tony Blair"" - KL but he did with Gordon Brown: https://t.co/jxMO3V7FNm"
neutral	Does this picture look sadly familiar? Don't worry, our 'Yoga from the Sky' class held each Wednesday morning on... http://t.co/RWXjHlBbur
positive	Just watched Sharknado 3 can't wait for the 4th
neutral	date: august 11th still no sign of frank ocean's new album. the world is turning on itself. buildings are burning. god refuses to comment.
positive	Despite what some think of her Kim Kardashian shows she still has tons of power on Monday https://t.co/AdMP8lIfc8
positive	Many blessings lately: &amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;Got out to the theater last Saturday to see Ant-Man . Not only http://t.co/W89o80a6Tf
neutral	You know you picked some good roommates when you all just kind of decide to watch Twilight on a Tuesday night during dead week
negative	"Kendrick's ""u"" and The Social Experiment's ""Sunday Candy"" are two songs that make my allergies act up when I hear them."
negative	Hulk Hogan may be the only person ever to spout out a racial rant in the middle of his sex tape
negative	David Price gets first loss with Blue Jays despite fine effort Monday http://t.co/E74NM9i2Gh
positive	With love in my heart for the fathers in Israel, may I suggest 10 specific ways that fathers can give spiritual... https://t.co/bMXSFo6gpY
neutral	Iran oil exports may rise by 500,000 barrels per day in year after sanctions: IEA: ET SPECIAL:Love visual aspe... https://t.co/aiUn3oTMDE
negative	When you're as bad at campaigns as Scott Walker, you should just give up http://t.co/d1Wj7rI7aA http://t.co/sTAGy31uCN
negative	George Osborne is @ Faslane tomorrow. get ur arses down there. 57/59 of scotlands MPs oppose trident, yet 100bn is gonna b spent renewing it
neutral	@binanair5 @Shruthibhat4 @swethakrishna6 @shrenuparikh11 @SahrishhPirzada To be regular after Eid busy time tomorrow also going out full day
neutral	"New post: ""Here's the scoop: Sunday is National Ice Cream Day"" http://t.co/513oSsVfav"
negative	@Swamy39. Will Rahul Gandhi be under oath on 19th ? What is his real name should be the first question. #NationalHeraldCase
neutral	"@TheBackPage What Impact did Fmr NFL HOF Frank Gifford have in terms of Sports Broadcasting being in the Booth of ""Monday Night F'Ball""?"
neutral	Want to go the cinema on my day off tomorrow, but Inside Out or Ant-Man? Will IO be full of kids? So torn right now.
neutral	We've compared the new #MotoG (3rd gen) to the Moto G (2nd gen): here's what's new https://t.co/gvwGA47gte http://t.co/vWhU0vpnFV
positive	@ThunderS7ruck got my PS4, now just waiting for my monitor. We'll have to play when November rolls around.
neutral	Everything's coming up Mets: David Wright to return Monday: The New York Mets' improbable run of fortune just ... http://t.co/EWctCLgoz8
neutral	This Xmas I miss many, but most of all Jason Rezaian (again!) who spends his 523rd day and 2nd Xmas jailed in Iran #freejason #pressfreedom
neutral	@aniaahlborn @seanchercover Scott Walker's having a meet'n'greet 2 blocks from me Wed morning. SO tempted to go &amp; soak up the absurdity.
positive	The Leader on the Sunday of the British Open and Paul Dunne is still 20/1. Crazy!
neutral	I'm going back to staring at Chris Evans on tumblr and then I'm going to be. I will deal with them tomorrow
neutral	.@whufc_official You better call Milan tomorrow to tell them that you are accepting to sign Matri, for your own sake.
neutral	BREAKING: Floyd Mayweather will fight a guy who he hand picked, and knows has no shot of beating him on September 12th in Las Vegas.
negative	watched 2 minutes of TFI Friday last night. an utter embarrassment. was cringing so hard. chris evans - gie it up
neutral	Both teams have been on offensive tears since the break.  Boston leads MLB with 193 R in the second half.  The White Sox are 4th with 180 R.
neutral	Flying around the world for free sounds great, but this Rolling Stone profile may make you change your mind. http://t.co/4fsoVOMU3p
positive	"Every Tuesday after I watch @WWE raw all I want to do all day is walk around sayin ""My client BROCK LESNAR!"" before I start any conversation"
neutral	Murray loses the 1st point. Anderson playing courageous tennis from the baseline. 27 Winners to Murray's 12 #USOpen Can he keep it up ??
neutral	".@JackAndJackReal ""Calibraska"" official tracklisting the EP will be available July 24th http://t.co/hv5R5p8SH3"
negative	WASHINGTON, Mainstream LYING Media, United Nations,Vatican &amp; Israel are the TRUE TERRORISTS.. YOUR ENEMIES!! https://t.co/sGcwio6YoF
neutral	@danawhite The 2nd time in the UFC to beat Rousey and a 3rd time to beat Rousey in a rematch. Then she said she's done at 135.
neutral	If #Democrats held a Chapelle Show-style draft, I'd take John Kasich with the 1st pick. #IThoughtYouHadToBeCrazyToComeToThisParty #GOPDebate
positive	They say D3 surpass BB on 6th day bcoz of Xmas holiday but forget BB has benifited from EID holidays #WOW
neutral	omg i bought sam smith tickets way back in feb and forgot all about it until my friend texted me that it's tomorrow
negative	If v leave Yakub today, tomorrow again he ll kill 257 innocent people. What kind of justice,is it?#YakubDebate
positive	Psssst... Frank Ocean it's August 24th... you already know what point I'm getting at so just drop the album!!!
positive	Hey FB. A friend of mine has an extra ticket to the FOO FIGHTERS concert tomorrow night in Pittsburgh. Message me... http://t.co/oDBzq95oK2
positive	4:52 4th | Final media timeout of the game and St. Bonaventure leads Colgate, 51-30. Curtis has tied career high with 12 points.
neutral	@EjmAlrai @Heresay1 perhaps Russia doesn't want to alienate Israel&amp;its mafias, but then they may lose huge opportunities with Iran in future
positive	Smooth Breakfast easing you into a very mild Wednesday on the West Mids with Pixie Lott, Kelly Clarkson and Bee Gees in the next 10 mins
neutral	With Daesh's warning, Israel senses that the relative calm may be ebbing - Jewish Chronicle https://t.co/MuAnLjE1xl
neutral	@arunjaitley issuing notices to channels fr cntent arnd Yakub's hangng that yr govt may not agree with is unjustified http://t.co/SNqC9jpPRb
neutral	This may come as a surprise: Paul Dunne isn't even in the top 50 in Golfweek/Sagarin College Rankings: http://t.co/HHjVkzOv0s
neutral	Or when about 1/3 of Muslims stayed in India or when many in West Pak didn't want to join in the first place... https://t.co/oI44JnVzm5
neutral	Saudi Arabia says it will host Syria opposition meet on Tuesday https://t.co/RlNm7oI3xw via @Reuters
positive	Hella forgot, it's Thursday therefore there's a new episode of naruto on Hulu therefore it's lit
neutral	I can neither confirm nor deny I may or may not be singing U2's Beautiful Day while working tonight
negative	"One of the son of neighbor lawyer even said ""these blood thirsty people will hang Yakub tomorrow"" - Last Night"
neutral	Dean Ambrose may have killed the Big Show with that dive through the ropes #RAW #WWE
positive	Kim Kardashian Now Has Her Own Emojis: Taylor Swift may be the most followed person on Instagram, but ... https://t.co/oGUmaHT5Tn - @TIME
positive	Good going Paul Dunne #BritishOpen  #Amateur ... Tied for lead and on 18th
positive	@robotovee yeah i still remember their HQ at Hongdae. So small. So happy that they r the 3rd largest company in Kpop now
positive	Can we just talk about how much Kendrick slaughtered that Black Friday track? Sheeeeeeeesh
neutral	@EddyDavis19 and yeah I agree berahino may go on to be massive but with Kane at the club I'd focus on devolving him even more!
neutral	Dosu with super Eagles coach Sunday oliseh nd Larry Izamoje..... http://t.co/bhp9bxU8y8
positive	TODAY remembers 'triumph' Frank Gifford: See his best moments http://t.co/tiPajPGIYY via @todayshow May he rest in peace!
positive	yo me and sarah found the really attractive security man we saw at the sam smith concert last monday. let's not
positive	Literally so excited I'm going to a Sam Smith concert in October
positive	So I bet anyone money that tomorrow John Cena beats Rollins and Sheamus comes out and cashes in the money in the bank
neutral	"It was so dope to see Ice Cube writing ""Friday"" in the NWA movie"
positive	Calibraska literally comes out tomorrow and I'm really excited to hear shallow love bc it was so good at sots
neutral	@eddireader @Robbo_Iain @theSNP @TasminaSheikh C'mon guys 12 days is not that long when she's been in Iran for part of the time.
neutral	Chuck Norris doesn't wear a wat.h. HE dec;des what time it is.
neutral	We now on the 2nd half of the show  Now - Katy Perry - This Is How We Do ....
neutral	Glo Premier League star striker Tunde Adeniji on Thursday scored twice as the Super Eagles defeated Amakson Ac... http://t.co/l7M0lm7oQh
neutral	Thursday's top stories including the latest in the lawsuit against Rolling Stone and Sabrina Erdely  http://t.co/VgRh7Q7aza
negative	John Stewart broke the 11th commandment by hitting John Cena with a chair &amp; now I want to put his ass through a Table
neutral	Aren't the White Sox ahead of Detroit right now https://t.co/6wpnxVc82A
neutral	wut do u guys want from dunkin tomorrow @Lexicouchh @saraespinosaa
neutral	Vidal Nuno pitched 6 2/3 innings of one-run ball in a no-decision versus the White Sox on Saturday. #Mariners #MLB
positive	Been watching/reading Naruto since 6th grade, just finished the entire thing last night, man smh
neutral	John Cena may not be able to beat Seth Rollins but at least he can stop a boulder and saved Scooby Doo #rekt https://t.co/KBg44NCm4P
neutral	Undertaker has words for Brock Lesnar on tonight's #RAW - Results: http://t.co/oMYPezbIEF http://t.co/IyeLYz0sqn
neutral	American Horror Story Renewed For Season 6, In Talks With Lady Gaga: If you thought the 5th season of American... https://t.co/sXK7xUv7Ta
